id,first_name,second_name,web_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
481,Elliot,Anderson,Anderson,15,3,64,5.2,41883,258573,5,2.5,143,0,0,0,2,1,0,0,0,39,32.2,41.0,13.0,8.6,2.5,0.4,0.8,2.0,,,Man City,MID,6.4,0,0,0,0
587,Gerónimo,Rulli,Rulli,15,1,50,0.0,216,508,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,GK,5.0,0,0,0,0
616,Ayyoub,Bouaddi,Bouaddi,15,3,55,0.1,11596,3153,1,1.0,8,0,0,0,0,0,0,0,0,3,1.8,4.3,0.0,0.6,1.0,0.2,0.2,,,,Man City,MID,5.5,0,0,0,0
621,Ryan,McAidoo,McAidoo,15,3,45,0.1,6000,1713,1,1.0,8,0,0,0,0,0,0,0,0,3,0.0,0.5,1.0,0.1,1.0,0.2,0.2,,,,Man City,MID,4.5,0,0,0,0
622,Kaden,Braithwaite,Braithwaite,15,2,40,0.1,8429,1925,1,1.0,1,0,0,0,0,0,0,0,0,3,0.6,0.8,0.0,0.1,1.0,0.2,0.2,,,,Man City,DEF,4.0,0,0,0,0
628,Allan,Andrade Elias,Allan,15,3,60,0.0,246,71,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,6.0,0,0,0,0
43,Youri,Tielemans,Tielemans,16,3,59,2.0,23364,78106,6,3.0,156,0,0,0,4,0,0,0,0,39,38.2,57.6,24.0,12.0,3.0,0.5,1.0,,,3.0,Man Utd,MID,5.9,0,0,0,0
131,Carlos,Baleba,Baleba,16,3,50,0.1,3886,8814,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,5.0,0,0,0,0
162,Andrey,Nascimento dos Santos,Andrey Santos,16,3,49,0.8,13638,35782,3,1.5,76,0,0,0,3,0,0,0,0,19,17.6,4.9,2.0,2.5,1.5,0.3,0.6,,,,Man Utd,MID,4.9,0,0,0,0
325,Karl,Darlow,Darlow,16,1,45,0.0,534,654,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,GK,4.5,0,0,0,0
412,Senne,Lammens,Lammens,16,1,50,13.7,61895,242400,3,1.5,180,0,0,0,4,0,0,5,0,18,47.2,0.0,0.0,4.7,1.5,0.3,0.6,,,,Man Utd,GK,5.0,0,0,0,0
413,Altay,Bayındır,Bayindir,16,1,45,0.0,0,856,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,GK,4.5,0,0,0,0
414,Tom,Heaton,Heaton,16,1,40,0.1,615,1835,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,GK,4.0,0,0,0,0
415,Patrick,Dorgu,Dorgu,16,3,59,0.8,7645,58185,1,0.5,55,0,0,0,3,1,0,0,0,-7,7.0,12.9,55.0,6.5,0.5,0.1,0.2,,,,Man Utd,MID,5.9,0,0,0,0
416,Matthijs,de Ligt,De Ligt,16,2,50,0.0,201,920,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,DEF,5.0,0,0,0,0
417,Diogo,Dalot Teixeira,Dalot,16,2,50,2.2,15926,64055,3,1.5,83,0,0,0,1,0,0,0,0,18,24.0,53.5,33.0,11.1,1.5,0.3,0.6,,,,Man Utd,DEF,5.0,0,0,0,0
418,Harry,Maguire,Maguire,16,2,50,14.5,95582,316693,5,2.5,180,0,1,0,4,0,0,0,0,28,32.6,30.1,25.0,8.8,2.5,0.5,1.0,,,,Man Utd,DEF,5.0,0,0,0,0
419,Lisandro,Martínez,Martinez,16,2,50,1.2,13775,34699,1,1.0,90,0,0,0,2,0,0,0,0,2,4.8,1.8,3.0,1.0,0.5,0.1,0.2,,,,Man Utd,DEF,5.0,0,0,0,0
420,Leny,Yoro,Yoro,16,2,49,0.6,3074,20214,1,1.0,16,0,0,0,1,0,0,0,0,-2,1.8,1.8,0.0,0.4,0.5,0.1,0.2,,,,Man Utd,DEF,4.9,0,0,0,0
421,Ayden,Heaven,Heaven,16,2,45,0.4,4273,11561,1,1.0,90,0,0,0,2,0,0,0,0,5,6.8,2.6,11.0,2.0,0.5,0.1,0.2,,,,Man Utd,DEF,4.5,0,0,0,0
422,Noussair,Mazraoui,Mazraoui,16,2,45,0.6,8771,17020,2,1.0,96,0,0,0,3,0,0,0,0,7,18.8,30.7,9.0,5.9,1.0,0.2,0.4,,,,Man Utd,DEF,4.5,0,0,0,0
423,Luke,Shaw,Shaw,16,2,45,16.2,68901,366475,3,1.5,162,0,0,0,3,0,0,0,0,25,43.6,60.8,10.0,11.4,1.5,0.3,0.7,3.0,,,Man Utd,DEF,4.5,0,0,0,0
424,Harry,Amass,Amass,16,2,40,0.2,2425,4017,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,DEF,4.0,0,0,0,0
425,Tyler,Fredricson,Fredricson,16,2,40,0.0,0,983,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,DEF,4.0,0,0,0,0
426,Bruno,Borges Fernandes,B.Fernandes,16,3,120,48.6,366937,494066,25,12.5,180,3,1,0,4,0,0,0,3,105,152.6,117.9,83.0,35.4,12.5,1.0,2.1,1.0,1.0,1.0,Man Utd,MID,12.0,1,1,1,1
427,Bryan,Mbeumo,Mbeumo,16,3,80,28.6,157471,827052,13,6.5,180,1,1,0,4,1,0,0,2,49,55.2,71.4,84.0,21.1,6.5,0.8,1.6,2.0,2.0,2.0,Man Utd,MID,8.0,0,0,0,0
428,Matheus,Santos Carneiro da Cunha,Cunha,16,3,80,8.0,46515,218415,11,5.5,158,0,2,0,3,0,0,0,1,45,25.4,55.8,63.0,14.5,5.5,0.7,1.4,,,,Man Utd,MID,8.0,0,0,0,0
429,Marcus,Rashford,Rashford,16,3,70,1.6,33219,54062,3,1.5,124,0,0,0,1,0,0,0,0,26,27.6,82.9,62.0,17.2,1.5,0.2,0.4,,3.0,,Man Utd,MID,7.0,0,0,0,0
430,Mason,Mount,Mount,16,3,54,0.0,85,1201,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,Man Utd,MID,5.4,0,0,0,0
431,Amad,Diallo,Amad,16,3,58,0.6,1798,94610,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,Man Utd,MID,5.8,0,0,0,0
432,Kobbie,Mainoo,Mainoo,16,3,55,1.1,19969,24931,5,2.5,102,0,0,0,1,0,0,0,0,32,18.0,9.7,11.0,3.8,2.5,0.5,0.9,,,,Man Utd,MID,5.5,0,0,0,0
433,Manuel,Ugarte Ribeiro,Ugarte,16,3,50,0.0,50,151,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,5.0,0,0,0,0
434,Jack,Fletcher,J.Fletcher,16,3,50,0.0,112,331,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,5.0,0,0,0,0
435,Shea,Lacey,Lacey,16,3,50,0.1,594,1500,1,1.0,10,0,0,0,0,0,0,0,0,3,0.2,0.6,0.0,0.1,0.5,0.1,0.2,,,,Man Utd,MID,5.0,0,0,0,0
436,Toby,Collyer,Collyer,16,3,50,0.0,150,559,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,5.0,0,0,0,0
437,Bendito,Mantato,Bendito Mantato,16,3,45,0.2,2482,4748,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,4.5,0,0,0,0
438,Tyler,Fletcher,Fletcher,16,3,45,0.3,2918,7701,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,MID,4.5,0,0,0,0
439,Benjamin,Sesko,Šeško,16,4,70,1.6,44169,56648,2,1.0,33,0,0,0,1,0,0,0,0,7,2.2,11.0,11.0,2.4,1.0,0.1,0.3,,,,Man Utd,FWD,7.0,0,0,0,0
440,Joshua,Zirkzee,Zirkzee,16,4,54,0.5,6787,24038,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,FWD,5.4,0,0,0,0
441,Chido,Obi,Obi,16,4,45,1.2,22599,24962,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man Utd,FWD,4.5,0,0,0,0
405,Nico,González Iglesias,N.Gonzalez,17,3,55,0.2,10929,4217,2,2.0,70,0,0,1,0,1,0,0,0,9,7.2,29.5,0.0,3.7,1.0,0.2,0.4,,,,Newcastle,MID,5.5,0,0,0,0
442,Nick,Pope,Pope,17,1,50,1.1,6929,28657,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,GK,5.0,0,0,0,0
443,Mark,Gillespie,Gillespie,17,1,45,0.0,376,567,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,GK,4.5,0,0,0,0
444,Ewen,Jaouen,Jaouen,17,1,45,0.0,278,750,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,GK,4.5,0,0,0,0
445,Malick,Thiaw,Thiaw,17,2,50,2.1,69020,35900,9,4.5,180,0,0,1,2,0,0,0,0,25,44.6,1.7,0.0,4.6,4.5,0.9,1.8,,,,Newcastle,DEF,5.0,0,0,0,0
446,Fabian,Schär,Schär,17,2,50,0.2,3565,6125,1,1.0,1,0,0,0,1,0,0,0,0,-1,0.0,0.0,0.0,0.0,0.5,0.1,0.2,,2.0,,Newcastle,DEF,5.0,0,0,0,0
447,Sven,Botman,Botman,17,2,50,0.6,21317,8925,8,4.0,180,0,0,1,2,1,0,0,0,26,43.6,2.1,2.0,4.8,4.0,0.8,1.6,,,,Newcastle,DEF,5.0,0,0,0,0
448,Dan,Burn,Burn,17,2,49,1.2,6755,116253,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,4.9,0,0,0,0
449,Lewis,Hall,Hall,17,2,51,9.3,506972,77094,14,7.0,180,0,0,1,2,0,0,0,3,60,61.0,42.5,4.0,10.7,7.0,1.4,2.7,1.0,1.0,,Newcastle,DEF,5.1,1,1,0,1
450,Tino,Livramento,Livramento,17,2,49,0.0,183,1995,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,4.9,0,0,0,0
451,Alex,Murphy,A.Murphy,17,2,40,0.1,0,4943,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,4.0,0,0,0,0
453,Harvey,Barnes,Barnes,17,3,60,1.1,31898,28244,5,2.5,180,0,0,1,2,0,0,0,0,21,12.4,24.5,16.0,5.3,2.5,0.4,0.8,5.0,,,Newcastle,MID,6.0,0,0,0,0
454,Anthony,Elanga,Elanga,17,3,61,9.2,729077,81711,17,8.5,156,2,0,1,1,0,0,0,2,63,74.2,18.8,57.0,15.0,8.5,1.4,2.8,4.0,,,Newcastle,MID,6.1,0,0,0,0
456,Jacob,Ramsey,J.Ramsey,17,3,50,0.3,2952,9985,1,0.5,42,0,0,0,1,1,0,0,0,4,8.0,5.5,4.0,1.7,0.5,0.1,0.2,,,,Newcastle,MID,5.0,0,0,0,0
457,Jacob,Murphy,J.Murphy,17,3,59,0.1,1620,5606,1,0.5,22,0,0,0,1,1,0,0,0,2,2.2,3.2,4.0,0.8,0.5,0.1,0.2,2.0,,,Newcastle,MID,5.9,0,0,0,0
458,Joelinton Cássio,Apolinário de Lira,Joelinton,17,3,54,0.0,125,1635,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,MID,5.4,0,0,0,0
459,Lewis,Miley,L.Miley,17,3,55,0.1,3152,1827,6,3.0,165,0,0,1,1,1,0,0,0,29,26.8,36.1,3.0,6.6,3.0,0.5,1.1,3.0,,,Newcastle,MID,5.5,0,0,0,0
460,Joe,Willock,Willock,17,3,50,0.4,26684,8135,9,4.5,104,1,0,1,1,0,0,0,0,28,38.4,18.2,17.0,6.6,4.5,0.9,1.8,,,,Newcastle,MID,5.0,0,0,0,0
461,Bazoumana,Touré,Touré,17,3,59,0.2,1106,9764,1,1.0,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.5,0.1,0.2,,,,Newcastle,MID,5.9,0,0,0,0
462,Sean,Steur,Steur,17,3,50,0.1,1274,3027,2,1.0,74,0,0,0,1,0,0,0,0,7,5.4,1.2,0.0,0.7,1.0,0.2,0.4,,,,Newcastle,MID,5.0,0,0,0,0
463,Nick,Woltemade,Woltemade,17,4,59,1.1,14520,74467,4,4.0,19,0,1,0,0,0,0,0,0,18,18.2,10.5,11.0,4.0,2.0,0.3,0.7,,,1.0,Newcastle,FWD,5.9,0,0,1,1
464,Yoane,Wissa,Wissa,17,4,61,13.2,996349,94253,12,6.0,171,1,1,1,1,1,0,0,2,44,55.6,26.6,74.0,15.6,6.0,1.0,2.0,,,3.0,Newcastle,FWD,6.1,0,0,0,0
465,William,Osula,Osula,17,4,59,0.5,20822,59994,4,4.0,55,0,1,0,1,0,0,0,0,18,28.2,13.7,8.0,5.0,2.0,0.3,0.7,,,2.0,Newcastle,FWD,5.9,0,0,0,0
466,Sean,Neave,Neave,17,4,45,0.9,22600,18143,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,FWD,4.5,0,0,0,0
559,Aladji,Bamba,Bamba,17,3,50,0.1,1423,3914,1,1.0,14,0,0,0,1,0,0,0,0,5,4.0,0.0,0.0,0.4,0.5,0.1,0.2,,,,Newcastle,MID,5.0,0,0,0,0
567,Lukás,Hornícek,Horníček,17,1,50,1.1,51900,19067,8,4.0,180,0,0,1,2,1,0,9,0,44,75.8,0.0,0.0,7.6,4.0,0.8,1.6,,,,Newcastle,GK,5.0,0,0,0,0
593,Amar,Dedic,Dedić,17,2,45,2.7,240404,38054,12,6.0,180,0,1,1,2,0,0,0,2,36,59.0,31.6,5.0,9.6,6.0,1.3,2.7,,,,Newcastle,DEF,4.5,0,0,0,0
609,Leo,Shahar,Shahar,17,2,40,0.3,13764,3514,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,DEF,4.0,0,0,0,0
634,Matias,Fernandez-Pardo,Fernandez-Pardo,17,4,60,0.0,3414,314,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Newcastle,FWD,6.0,0,0,0,0
167,Liam,Delap,Delap,18,4,55,0.8,38588,17671,1,1.0,24,0,0,0,1,0,0,0,0,9,4.0,10.1,7.0,2.1,0.5,0.1,0.2,,,3.0,Nott'm Forest,FWD,5.5,0,0,0,0
201,Daniel,Muñoz Mejía,Muñoz,18,2,54,6.6,35334,281034,0,0.0,54,0,0,0,2,0,0,0,0,-4,1.2,1.8,21.0,2.4,0.0,0.0,0.0,,,,Nott'm Forest,DEF,5.4,0,0,0,0
467,Matz,Sels,Sels,18,1,50,1.4,10029,25819,3,1.5,180,0,0,0,3,0,0,4,0,17,30.8,0.0,0.0,3.1,1.5,0.3,0.6,,,,Nott'm Forest,GK,5.0,0,0,0,0
468,John Victor,Maciel Furtado,John,18,1,45,0.1,390,1026,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,GK,4.5,0,0,0,0
469,Neco,Williams,N.Williams,18,2,50,8.3,57592,149646,8,4.0,180,0,1,0,3,0,0,0,0,29,49.6,31.1,12.0,9.3,4.0,0.8,1.6,2.0,2.0,,Nott'm Forest,DEF,5.0,0,0,0,0
470,Felipe,Rodrigues da Silva,Morato,18,2,50,0.0,424,1674,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,5.0,0,0,0,0
471,Nikola,Milenković,Milenković,18,2,55,1.6,7118,30972,5,2.5,180,0,0,0,3,0,0,0,0,7,24.6,0.6,14.0,3.9,2.5,0.5,0.9,,,,Nott'm Forest,DEF,5.5,0,0,0,0
472,Murillo,Costa dos Santos,Murillo,18,2,55,1.6,16224,28137,5,2.5,180,0,0,0,3,0,0,0,0,17,43.4,26.2,8.0,7.8,2.5,0.5,0.9,,3.0,,Nott'm Forest,DEF,5.5,0,0,0,0
473,Ola,Aina,Aina,18,2,45,3.1,35117,63089,5,2.5,158,0,0,1,2,2,0,0,0,26,27.8,51.1,15.0,9.4,2.5,0.6,1.1,,,,Nott'm Forest,DEF,4.5,0,0,0,0
474,Jair,Paula da Cunha Filho,Jair Cunha,18,2,45,0.2,1039,3193,2,1.0,180,0,0,0,3,1,0,0,0,11,35.4,1.7,0.0,3.7,1.0,0.2,0.4,,,,Nott'm Forest,DEF,4.5,0,0,0,0
475,Nicolò,Savona,Savona,18,2,45,0.0,136,133,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,4.5,0,0,0,0
476,Omar,Richards,O.Richards,18,2,40,0.2,1534,3788,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,4.0,0,0,0,0
477,Zach,Abbott,Abbott,18,2,40,0.2,2459,5331,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,4.0,0,0,0,0
478,Luca,Netz,Netz,18,2,45,0.0,261,676,2,1.0,20,0,0,0,1,0,0,0,0,3,2.0,0.9,0.0,0.3,1.0,0.2,0.4,,,,Nott'm Forest,DEF,4.5,0,0,0,0
479,Tyler,Bindon,Bindon,18,2,40,0.2,799,3678,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,4.0,0,0,0,0
480,Morgan,Gibbs-White,Gibbs-White,18,3,79,9.6,170240,372329,15,7.5,180,1,1,0,3,0,0,0,3,46,56.4,21.8,33.0,11.0,7.5,0.9,1.9,,1.0,1.0,Nott'm Forest,MID,7.9,0,1,1,1
482,Callum,Hudson-Odoi,Hudson-Odoi,18,3,59,0.2,2068,9404,1,1.0,1,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0.5,0.1,0.2,,4.0,,Nott'm Forest,MID,5.9,0,0,0,0
483,Dan,Ndoye,Ndoye,18,3,55,0.7,28903,14139,12,6.0,126,1,0,1,1,0,0,0,2,35,37.2,25.5,36.0,9.9,6.0,1.1,2.2,,,,Nott'm Forest,MID,5.5,0,0,0,0
484,Omari,Hutchinson,Hutchinson,18,3,54,0.1,427,5755,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,5.4,0,0,0,0
485,Dilane,Bakwa,Bakwa,18,3,55,0.0,107,884,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,5.5,0,0,0,0
486,James,McAtee,McAtee,18,3,55,0.1,3592,1706,5,2.5,163,0,0,1,2,0,0,0,0,34,19.8,61.0,0.0,8.1,2.5,0.5,0.9,1.0,,,Nott'm Forest,MID,5.5,1,0,0,1
487,Nicolás,Domínguez,Dominguez,18,3,50,0.1,518,1977,1,1.0,1,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0.5,0.1,0.2,,,,Nott'm Forest,MID,5.0,0,0,0,0
488,Ibrahim,Sangaré,I.Sangaré,18,3,49,0.6,3245,42838,2,2.0,90,0,0,0,1,0,0,0,0,10,17.8,13.0,3.0,3.4,1.0,0.2,0.4,,,,Nott'm Forest,MID,4.9,0,0,0,0
489,Ryan,Yates,Yates,18,3,45,1.5,16971,52925,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,MID,4.5,0,0,0,0
490,Chris,Wood,Wood,18,4,59,1.2,11105,64932,1,1.0,28,0,0,0,1,0,0,0,0,3,0.0,2.4,3.0,0.4,0.5,0.1,0.2,,,2.0,Nott'm Forest,FWD,5.9,0,0,0,0
491,Igor Jesus,Maciel da Cruz,Igor Jesus,18,4,59,3.1,29665,124017,3,1.5,180,0,0,0,3,1,0,0,0,12,13.8,20.1,69.0,10.3,1.5,0.3,0.5,,,4.0,Nott'm Forest,FWD,5.9,0,0,0,0
493,Arnaud,Kalimuendo,Kalimuendo,18,4,54,0.0,763,1784,1,1.0,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.5,0.1,0.2,,,,Nott'm Forest,FWD,5.4,0,0,0,0
558,Xaver,Schlager,Schlager,18,3,50,0.1,1333,2203,5,2.5,106,0,0,0,3,0,0,0,0,18,21.8,1.7,9.0,3.3,2.5,0.5,1.0,3.0,,,Nott'm Forest,MID,5.0,0,0,0,0
581,Ousmane,Diomande,Diomande,18,2,54,0.6,6309,25603,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,DEF,5.4,0,0,0,0
590,Steven,Benda,Benda,18,1,45,0.1,1463,1289,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Nott'm Forest,GK,4.5,0,0,0,0
112,Jan Paul,van Hecke,Van Hecke,19,2,49,7.5,52093,273001,2,1.0,180,0,0,0,5,0,0,0,0,12,54.8,16.5,35.0,10.6,1.0,0.2,0.4,,,,Spurs,DEF,4.9,0,0,0,0
147,Tosin,Adarabioyo,Tosin,19,2,45,0.2,711,4200,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.5,0,0,0,0
401,Omar,Marmoush,Marmoush,19,4,70,2.1,123944,49505,2,2.0,90,0,0,0,2,0,0,0,0,14,9.2,35.1,28.0,7.2,1.0,0.1,0.3,,,2.0,Spurs,FWD,7.0,0,0,0,0
403,Sávio,Moreira de Oliveira,Sávio,19,3,65,0.7,68442,38045,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,MID,6.5,0,0,0,0
455,Sandro,Tonali,Tonali,19,3,54,3.0,25636,130518,4,2.0,164,0,0,0,5,0,0,0,0,30,11.2,32.7,12.0,5.6,2.0,0.4,0.7,,5.0,,Spurs,MID,5.4,0,0,0,0
494,Guglielmo,Vicario,Vicario,19,1,45,0.2,0,16644,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,GK,4.5,0,0,0,0
495,Brandon,Austin,Austin,19,1,40,1.0,11090,8520,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,GK,4.0,0,0,0,0
496,Antonín,Kinský,Kinsky,19,1,45,19.6,76584,293817,3,1.5,180,0,0,0,5,0,0,5,0,19,47.4,0.0,0.0,4.8,1.5,0.3,0.7,,,,Spurs,GK,4.5,0,0,0,0
497,Martin,Dubravka,Dubravka,19,1,40,18.2,136895,158922,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,GK,4.0,0,0,0,0
498,Marcos,Senesi Barón,Senesi,19,2,59,5.7,20637,220368,3,3.0,90,0,0,0,3,0,0,0,0,10,36.6,2.2,0.0,3.9,1.5,0.3,0.5,,,,Spurs,DEF,5.9,0,0,0,0
499,Pedro,Porro Sauceda,Pedro Porro,19,2,55,11.8,61892,498128,1,1.0,90,0,0,0,2,0,0,0,0,1,9.4,7.9,21.0,3.8,0.5,0.1,0.2,3.0,1.0,,Spurs,DEF,5.5,0,1,0,1
500,Cristian,Romero,Romero,19,2,50,0.1,0,14235,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,5.0,0,0,0,0
502,Andrew,Robertson,Robertson,19,2,45,3.3,33824,70690,5,2.5,157,0,0,0,4,0,0,0,0,20,43.0,36.0,27.0,10.6,2.5,0.6,1.1,1.0,,,Spurs,DEF,4.5,1,0,0,1
503,Micky,van de Ven,Van de Ven,19,2,50,3.8,22821,189862,0,0.0,90,0,0,0,2,1,0,0,0,5,15.2,2.1,0.0,1.7,0.0,0.0,0.0,,,,Spurs,DEF,5.0,0,0,0,0
505,Djed,Spence,Spence,19,2,45,0.3,0,58822,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.5,0,0,0,0
506,Destiny,Udogie,Udogie,19,2,45,0.4,2643,10326,2,1.0,26,0,0,0,1,0,0,0,0,5,5.2,12.2,2.0,1.9,1.0,0.2,0.4,,,,Spurs,DEF,4.5,0,0,0,0
507,Ashley,Phillips,Phillips,19,2,45,0.0,0,949,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.5,0,0,0,0
508,Ben,Davies,Davies,19,2,40,1.0,6414,18846,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.0,0,0,0,0
509,Jun'ai,Byfield,Byfield,19,2,40,0.1,842,1098,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.0,0,0,0,0
510,James,Rowswell,Rowswell,19,2,40,0.1,1015,1471,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.0,0,0,0,0
511,João Victor,de Souza Menezes,Souza,19,2,40,0.3,2555,7678,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Spurs,DEF,4.0,0,0,0,0
512,Mohammed,Kudus,Kudus,19,3,65,0.1,3970,4134,1,1.0,22,0,0,0,1,0,0,0,0,4,1.2,3.3,11.0,1.6,0.5,0.1,0.2,,3.0,3.0,Spurs,MID,6.5,0,0,0,0
